0.0000,-161.8739
0.0100,-161.9091
0.0200,-161.9444
0.0300,-161.9797
0.0400,-162.0152
0.0500,-162.0508
0.0600,-162.0865
0.0700,-162.1223
0.0800,-162.1582
0.0900,-162.1942
0.1000,-162.2303
0.1100,-162.2665
0.1200,-162.3028
0.1300,-162.3393
0.1400,-162.3758
0.1500,-162.4125
0.1600,-162.4493
0.1700,-162.4861
0.1800,-162.5231
0.1900,-162.5602
0.2000,-162.5974
0.2100,-162.6348
0.2200,-162.6722
0.2300,-162.7098
0.2400,-162.7474
0.2500,-162.7852
0.2600,-162.8231
0.2700,-162.8611
0.2800,-162.8992
0.2900,-162.9375
0.3000,-162.9758
0.3100,-163.0143
0.3200,-163.0529
0.3300,-163.0916
0.3400,-163.1305
0.3500,-163.1694
0.3600,-163.2085
0.3700,-163.2477
0.3800,-163.2870
0.3900,-163.3264
0.4000,-163.3660
0.4100,-163.4057
0.4200,-163.4455
0.4300,-163.4854
0.4400,-163.5254
0.4500,-163.5656
0.4600,-163.6059
0.4700,-163.6463
0.4800,-163.6869
0.4900,-163.7276
0.5000,-163.7684
0.5100,-163.8093
0.5200,-163.8504
0.5300,-163.8916
0.5400,-163.9329
0.5500,-163.9743
0.5600,-164.0159
0.5700,-164.0576
0.5800,-164.0995
0.5900,-164.1415
0.6000,-164.1836
0.6100,-164.2258
0.6200,-164.2682
0.6300,-164.3107
0.6400,-164.3534
0.6500,-164.3962
0.6600,-164.4391
0.6700,-164.4821
0.6800,-164.5253
0.6900,-164.5687
0.7000,-164.6122
0.7100,-164.6558
0.7200,-164.6995
0.7300,-164.7434
0.7400,-164.7875
0.7500,-164.8316
0.7600,-164.8760
0.7700,-164.9204
0.7800,-164.9650
0.7900,-165.0098
0.8000,-165.0547
0.8100,-165.0998
0.8200,-165.1450
0.8300,-165.1903
0.8400,-165.2358
0.8500,-165.2814
0.8600,-165.3272
0.8700,-165.3732
0.8800,-165.4193
0.8900,-165.4655
0.9000,-165.5119
0.9100,-165.5584
0.9200,-165.6051
0.9300,-165.6520
0.9400,-165.6990
0.9500,-165.7462
0.9600,-165.7935
0.9700,-165.8410
0.9800,-165.8886
0.9900,-165.9364
1.0000,-165.9844
1.0100,-166.0325
1.0200,-166.0808
1.0300,-166.1292
1.0400,-166.1778
1.0500,-166.2266
1.0600,-166.2755
1.0700,-166.3246
1.0800,-166.3739
1.0900,-166.4233
1.1000,-166.4729
1.1100,-166.5226
1.1200,-166.5726
1.1300,-166.6227
1.1400,-166.6729
1.1500,-166.7234
1.1600,-166.7740
1.1700,-166.8247
1.1800,-166.8757
1.1900,-166.9268
1.2000,-166.9781
1.2100,-167.0296
1.2200,-167.0813
1.2300,-167.1331
1.2400,-167.1851
1.2500,-167.2373
1.2600,-167.2897
1.2700,-167.3422
1.2800,-167.3949
1.2900,-167.4479
1.3000,-167.5010
1.3100,-167.5542
1.3200,-167.6077
1.3300,-167.6614
1.3400,-167.7152
1.3500,-167.7692
1.3600,-167.8234
1.3700,-167.8778
1.3800,-167.9324
1.3900,-167.9872
1.4000,-168.0422
1.4100,-168.0973
1.4200,-168.1527
1.4300,-168.2083
1.4400,-168.2640
1.4500,-168.3200
1.4600,-168.3761
1.4700,-168.4325
1.4800,-168.4890
1.4900,-168.5457
1.5000,-168.6027
1.5100,-168.6598
1.5200,-168.7172
1.5300,-168.7747
1.5400,-168.8325
1.5500,-168.8905
1.5600,-168.9486
1.5700,-169.0070
1.5800,-169.0656
1.5900,-169.1244
1.6000,-169.1834
1.6100,-169.2427
1.6200,-169.3021
1.6300,-169.3617
1.6400,-169.4216
1.6500,-169.4817
1.6600,-169.5420
1.6700,-169.6025
1.6800,-169.6632
1.6900,-169.7242
1.7000,-169.7854
1.7100,-169.8468
1.7200,-169.9084
1.7300,-169.9703
1.7400,-170.0323
1.7500,-170.0946
1.7600,-170.1572
1.7700,-170.2199
1.7800,-170.2829
1.7900,-170.3461
1.8000,-170.4096
1.8100,-170.4733
1.8200,-170.5372
1.8300,-170.6014
1.8400,-170.6658
1.8500,-170.7304
1.8600,-170.7953
1.8700,-170.8604
1.8800,-170.9257
1.8900,-170.9913
1.9000,-171.0572
1.9100,-171.1233
1.9200,-171.1896
1.9300,-171.2562
1.9400,-171.3230
1.9500,-171.3901
1.9600,-171.4574
1.9700,-171.5250
1.9800,-171.5928
1.9900,-171.6609
2.0000,-171.7293
2.0100,-171.7979
2.0200,-171.8667
2.0300,-171.9358
2.0400,-172.0052
2.0500,-172.0749
2.0600,-172.1448
2.0700,-172.2150
2.0800,-172.2854
2.0900,-172.3561
2.1000,-172.4271
2.1100,-172.4983
2.1200,-172.5699
2.1300,-172.6417
2.1400,-172.7137
2.1500,-172.7861
2.1600,-172.8587
2.1700,-172.9316
2.1800,-173.0048
2.1900,-173.0782
2.2000,-173.1520
2.2100,-173.2260
2.2200,-173.3003
2.2300,-173.3749
2.2400,-173.4498
2.2500,-173.5249
2.2600,-173.6004
2.2700,-173.6762
2.2800,-173.7522
2.2900,-173.8286
2.3000,-173.9052
2.3100,-173.9822
2.3200,-174.0594
2.3300,-174.1369
2.3400,-174.2148
2.3500,-174.2929
2.3600,-174.3714
2.3700,-174.4501
2.3800,-174.5292
2.3900,-174.6086
2.4000,-174.6883
2.4100,-174.7683
2.4200,-174.8486
2.4300,-174.9292
2.4400,-175.0102
2.4500,-175.0915
2.4600,-175.1730
2.4700,-175.2550
2.4800,-175.3372
2.4900,-175.4198
2.5000,-175.5027
2.5100,-175.5859
2.5200,-175.6694
2.5300,-175.7533
2.5400,-175.8375
2.5500,-175.9221
2.5600,-176.0070
2.5700,-176.0922
2.5800,-176.1777
2.5900,-176.2636
2.6000,-176.3499
